leave_id,employee_id,leave_type_id,leave_start_date,leave_end_date,leave_duration,leave_request_status,leave_comment
760,760,760,12/31/2022,12/4/2022,85,true,Ac DVT/emb distl low ext
761,761,761,3/26/2023,12/4/2022,70,true,Vomit compl preg-antepar
762,762,762,1/27/2023,12/3/2022,90,false,Abn uterus NEC-del w p/p
763,763,763,7/5/2023,12/5/2022,63,false,Oth ob compl-delivered
764,764,764,1/25/2023,12/2/2022,75,false,Intermit altrn esotropia
765,765,765,2/16/2023,12/2/2022,75,true,Gastrojejun ulc NOS-obst
766,766,766,4/10/2023,12/5/2022,24,true,Myel leuk NOS in relapse
767,767,767,6/26/2023,12/2/2022,62,false,Female genetic test NEC
768,768,768,8/16/2023,12/5/2022,21,true,Burkitt's tumor spleen
769,769,769,6/28/2023,12/4/2022,95,true,Burn NOS genitalia
770,770,770,1/13/2023,12/4/2022,82,true,Abn uterus NEC-del w p/p
771,771,771,2/2/2023,12/2/2022,66,false,Mal neo nasopharynx NEC
772,772,772,5/1/2023,12/2/2022,92,true,Mal neo nasopharynx NEC
773,773,773,7/4/2023,12/3/2022,56,false,Female genetic test NEC
774,774,774,1/18/2023,12/5/2022,69,true,Intermit altrn esotropia
775,775,775,4/8/2023,12/4/2022,53,false,Abn uterus NEC-del w p/p
776,776,776,1/4/2023,12/2/2022,90,false,Sensoneur hear loss asym
777,777,777,6/17/2023,12/3/2022,38,false,Abn uterus NEC-del w p/p
778,778,778,12/27/2022,12/4/2022,85,true,Artif open status NOS
779,779,779,8/23/2023,12/4/2022,23,true,Omphalitis of newborn
780,780,780,4/1/2023,12/4/2022,41,true,Artif open status NOS
781,781,781,5/3/2023,12/2/2022,98,true,Oth ob compl-delivered
782,782,782,3/17/2023,12/3/2022,82,false,Oth ob compl-delivered
783,783,783,4/1/2023,12/5/2022,32,false,Essen hyperten-antepart
784,784,784,5/2/2023,12/4/2022,89,true,Artif open status NOS
785,785,785,7/28/2023,12/4/2022,59,false,Comp-unsp device/graft
786,786,786,3/31/2023,12/2/2022,27,false,Oth ob compl-delivered
787,787,787,7/29/2023,12/3/2022,23,true,Uterine inert NEC-antepa
788,788,788,7/2/2023,12/2/2022,68,true,Mv collision NOS-driver
789,789,789,8/27/2023,12/3/2022,52,false,Female genetic test NEC
790,790,790,6/21/2023,12/4/2022,52,false,Hungry bone syndrome
791,791,791,5/1/2023,12/2/2022,28,true,Abn uterus NEC-del w p/p
792,792,792,8/9/2023,12/3/2022,97,true,One eye-near tot/oth-NOS
793,793,793,4/6/2023,12/2/2022,52,true,Sensoneur hear loss asym
794,794,794,1/4/2023,12/5/2022,36,false,Intermit altrn esotropia
795,795,795,4/23/2023,12/4/2022,40,false,Hodgkins dis NOS mult
796,796,796,12/23/2022,12/4/2022,39,true,Sensoneur hear loss asym
797,797,797,3/28/2023,12/5/2022,48,false,Sensoneur hear loss asym
798,798,798,7/26/2023,12/3/2022,91,false,Artif open status NOS
799,799,799,7/10/2023,12/4/2022,43,false,Abn uterus NEC-del w p/p
800,800,800,7/24/2023,12/5/2022,93,true,Omphalitis of newborn
801,801,801,1/30/2023,12/2/2022,83,true,Hodgkins dis NOS mult
802,802,802,4/2/2023,12/3/2022,39,false,Vomit compl preg-antepar
803,803,803,4/1/2023,12/3/2022,22,true,Female genetic test NEC
804,804,804,4/23/2023,12/4/2022,45,false,Female genetic test NEC
805,805,805,8/13/2023,12/3/2022,40,true,Vomit compl preg-antepar
806,806,806,8/1/2023,12/5/2022,47,true,Mal neo nasopharynx NEC
807,807,807,7/3/2023,12/5/2022,31,false,Ac leuk uns cl relapse
808,808,808,5/25/2023,12/2/2022,35,true,Female genetic test NEC
809,809,809,6/17/2023,12/5/2022,45,false,Sensoneur hear loss asym
810,810,810,5/15/2023,12/2/2022,35,true,Hungry bone syndrome
811,811,811,12/30/2022,12/4/2022,78,false,Sensoneur hear loss asym
812,812,812,1/25/2023,12/2/2022,44,false,Female genetic test NEC
813,813,813,3/19/2023,12/5/2022,81,true,Artif open status NOS
814,814,814,1/17/2023,12/4/2022,65,false,Myel leuk NOS in relapse
815,815,815,1/12/2023,12/5/2022,19,true,One eye-near tot/oth-NOS
816,816,816,3/8/2023,12/4/2022,89,true,Essen hyperten-antepart
817,817,817,7/9/2023,12/2/2022,56,false,Comp-unsp device/graft
818,818,818,8/1/2023,12/2/2022,22,false,Myel leuk NOS in relapse
819,819,819,4/20/2023,12/5/2022,63,false,Hodgkins dis NOS mult
820,820,820,4/23/2023,12/2/2022,57,true,Uterine inert NEC-antepa
821,821,821,8/19/2023,12/5/2022,73,false,Mv collision NOS-driver
822,822,822,5/5/2023,12/4/2022,81,false,Uterine inert NEC-antepa
823,823,823,7/25/2023,12/5/2022,76,true,Aggres periodontitis NOS
824,824,824,3/28/2023,12/5/2022,35,true,Burn NOS genitalia
825,825,825,2/15/2023,12/2/2022,51,true,Burkitt's tumor spleen
826,826,826,8/9/2023,12/2/2022,37,true,Mv collision NOS-driver
827,827,827,8/13/2023,12/3/2022,35,false,Abn uterus NEC-del w p/p
828,828,828,4/3/2023,12/4/2022,52,false,Sensoneur hear loss asym
829,829,829,3/3/2023,12/5/2022,83,false,RR acc w explos-pasngr
830,830,830,7/9/2023,12/5/2022,22,true,Hodgkins dis NOS mult
831,831,831,8/5/2023,12/5/2022,70,true,Sensoneur hear loss asym
832,832,832,5/10/2023,12/3/2022,71,false,Intermit altrn esotropia
833,833,833,3/6/2023,12/5/2022,33,false,Omphalitis of newborn
834,834,834,1/22/2023,12/5/2022,41,true,Uterine inert NEC-antepa
835,835,835,4/23/2023,12/5/2022,42,true,Female genetic test NEC
836,836,836,5/13/2023,12/3/2022,40,false,Chronic hepatitis NOS
837,837,837,5/3/2023,12/3/2022,97,false,Female genetic test NEC
838,838,838,2/9/2023,12/3/2022,19,false,Uterine inert NEC-antepa
839,839,839,4/4/2023,12/5/2022,98,false,Sensoneur hear loss asym
840,840,840,1/17/2023,12/4/2022,80,true,Artif open status NOS
841,841,841,3/7/2023,12/4/2022,64,false,Intermit altrn esotropia
842,842,842,3/10/2023,12/2/2022,41,true,Female genetic test NEC
843,843,843,2/14/2023,12/3/2022,43,true,Uterine inert NEC-antepa
844,844,844,4/14/2023,12/2/2022,31,true,Oth ob compl-delivered
845,845,845,8/24/2023,12/5/2022,45,false,Gastrojejun ulc NOS-obst
846,846,846,1/15/2023,12/4/2022,79,true,Ac leuk uns cl relapse
847,847,847,5/6/2023,12/5/2022,58,false,Mal neo nasopharynx NEC
848,848,848,3/15/2023,12/3/2022,75,false,Ac leuk uns cl relapse
849,849,849,3/18/2023,12/2/2022,42,false,Hodgkins dis NOS mult
850,850,850,7/12/2023,12/3/2022,20,false,Myel leuk NOS in relapse
851,851,851,6/20/2023,12/4/2022,92,true,Oth ob compl-delivered
852,852,852,3/1/2023,12/3/2022,47,true,Sensoneur hear loss asym
853,853,853,4/24/2023,12/5/2022,58,false,Clo
854,854,854,7/9/2023,12/2/2022,54,false,Female genetic test NEC
855,855,855,5/22/2023,12/4/2022,26,false,Oth ob compl-delivered
856,856,856,1/19/2023,12/3/2022,95,true,Chronic hepatitis NOS
857,857,857,6/25/2023,12/5/2022,22,false,Uterine inert NEC-antepa
858,858,858,4/27/2023,12/2/2022,79,true,Mv collision NOS-driver
859,859,859,1/3/2023,12/3/2022,61,false,Abn uterus NEC-del w p/p
860,860,860,7/29/2023,12/5/2022,69,true,One eye-near tot/oth-NOS
861,861,861,8/12/2023,12/2/2022,51,false,Abn uterus NEC-del w p/p
862,862,862,2/26/2023,12/3/2022,93,false,Chronic hepatitis NOS
863,863,863,3/1/2023,12/4/2022,18,false,Clo
864,864,864,2/27/2023,12/3/2022,23,true,Hodgkins dis NOS mult
865,865,865,2/7/2023,12/2/2022,40,true,Abn uterus NEC-del w p/p
866,866,866,8/10/2023,12/5/2022,51,false,Burkitt's tumor spleen
867,867,867,4/25/2023,12/3/2022,80,false,Clo
868,868,868,7/25/2023,12/4/2022,39,true,Sensoneur hear loss asym
869,869,869,5/11/2023,12/5/2022,41,false,Uterine inert NEC-antepa
870,870,870,3/9/2023,12/3/2022,52,true,Ac DVT/emb distl low ext
871,871,871,1/15/2023,12/3/2022,79,false,Intermit altrn esotropia
872,872,872,4/24/2023,12/4/2022,95,true,Artif open status NOS
873,873,873,5/18/2023,12/4/2022,75,true,Mv collision NOS-driver
874,874,874,4/22/2023,12/5/2022,75,true,Omphalitis of newborn
875,875,875,7/24/2023,12/5/2022,58,false,Uterine inert NEC-antepa
876,876,876,2/4/2023,12/2/2022,60,false,Female genetic test NEC
877,877,877,3/30/2023,12/4/2022,45,true,One eye-near tot/oth-NOS
878,878,878,4/18/2023,12/4/2022,47,false,Ac leuk uns cl relapse
879,879,879,4/11/2023,12/5/2022,66,false,Sensoneur hear loss asym
880,880,880,7/8/2023,12/2/2022,19,true,Comp-unsp device/graft
881,881,881,8/4/2023,12/3/2022,51,true,Mv collision NOS-driver
882,882,882,6/9/2023,12/3/2022,77,true,Oth ob compl-delivered
883,883,883,8/21/2023,12/3/2022,36,false,Aggres periodontitis NOS
884,884,884,1/9/2023,12/3/2022,51,false,Myel leuk NOS in relapse
885,885,885,2/28/2023,12/4/2022,51,false,Mv collision NOS-driver
886,886,886,2/5/2023,12/4/2022,93,false,Chronic hepatitis NOS
887,887,887,6/9/2023,12/2/2022,68,false,Sensoneur hear loss asym
888,888,888,7/12/2023,12/2/2022,36,false,One eye-near tot/oth-NOS
889,889,889,7/23/2023,12/5/2022,68,true,RR acc w explos-pasngr
890,890,890,12/30/2022,12/5/2022,72,true,Burn NOS genitalia
891,891,891,8/5/2023,12/3/2022,47,true,RR acc w explos-pasngr
892,892,892,2/2/2023,12/2/2022,20,false,Clo
893,893,893,6/23/2023,12/5/2022,41,true,Sensoneur hear loss asym
894,894,894,3/19/2023,12/4/2022,55,true,One eye-near tot/oth-NOS
895,895,895,7/22/2023,12/4/2022,74,false,Vomit compl preg-antepar
896,896,896,1/25/2023,12/2/2022,90,false,RR acc w explos-pasngr
897,897,897,3/14/2023,12/4/2022,26,false,Chronic hepatitis NOS
898,898,898,8/19/2023,12/3/2022,19,true,One eye-near tot/oth-NOS
899,899,899,2/26/2023,12/3/2022,77,false,Sensoneur hear loss asym
900,900,900,5/4/2023,12/4/2022,53,false,Abn uterus NEC-del w p/p
901,901,901,1/27/2023,12/5/2022,84,false,Omphalitis of newborn
902,902,902,3/10/2023,12/4/2022,42,false,Burkitt's tumor spleen
903,903,903,3/20/2023,12/2/2022,97,true,Essen hyperten-antepart
904,904,904,5/22/2023,12/2/2022,36,true,Omphalitis of newborn
905,905,905,7/15/2023,12/5/2022,41,false,Myel leuk NOS in relapse
906,906,906,8/17/2023,12/3/2022,90,false,Abn uterus NEC-del w p/p
907,907,907,3/10/2023,12/5/2022,70,true,Hungry bone syndrome
908,908,908,12/27/2022,12/5/2022,30,false,Gastrojejun ulc NOS-obst
909,909,909,8/23/2023,12/3/2022,84,true,Hodgkins dis NOS mult
910,910,910,1/26/2023,12/2/2022,92,true,Hungry bone syndrome
911,911,911,7/22/2023,12/4/2022,64,false,Female genetic test NEC
912,912,912,7/25/2023,12/5/2022,56,false,Artif open status NOS
913,913,913,6/7/2023,12/3/2022,52,false,Abn uterus NEC-del w p/p
914,914,914,8/31/2023,12/2/2022,64,true,RR acc w explos-pasngr
915,915,915,6/10/2023,12/3/2022,63,true,Ac DVT/emb distl low ext
916,916,916,3/2/2023,12/5/2022,92,false,Burkitt's tumor spleen
917,917,917,5/28/2023,12/3/2022,88,true,Ac leuk uns cl relapse
918,918,918,7/1/2023,12/3/2022,29,false,Burn NOS genitalia
919,919,919,3/31/2023,12/3/2022,77,false,Vomit compl preg-antepar
920,920,920,6/28/2023,12/3/2022,19,true,Omphalitis of newborn
921,921,921,3/10/2023,12/3/2022,81,false,Chronic hepatitis NOS
922,922,922,3/3/2023,12/2/2022,53,true,Mv collision NOS-driver
923,923,923,12/29/2022,12/3/2022,31,false,Aggres periodontitis NOS
924,924,924,1/7/2023,12/2/2022,23,false,Hungry bone syndrome
925,925,925,7/31/2023,12/2/2022,18,true,One eye-near tot/oth-NOS
926,926,926,8/16/2023,12/5/2022,55,true,Hungry bone syndrome
927,927,927,2/16/2023,12/3/2022,66,true,Ac leuk uns cl relapse
928,928,928,7/16/2023,12/5/2022,92,false,Ac leuk uns cl relapse
929,929,929,5/29/2023,12/2/2022,63,true,Artif open status NOS
930,930,930,7/10/2023,12/3/2022,44,false,Hodgkins dis NOS mult
931,931,931,1/18/2023,12/2/2022,46,true,Mal neo nasopharynx NEC
932,932,932,3/6/2023,12/4/2022,51,false,Myel leuk NOS in relapse
933,933,933,1/5/2023,12/2/2022,56,false,Gastrojejun ulc NOS-obst
934,934,934,7/28/2023,12/4/2022,93,false,Hodgkins dis NOS mult
935,935,935,7/17/2023,12/2/2022,94,true,Clo
936,936,936,6/6/2023,12/5/2022,37,true,Gastrojejun ulc NOS-obst
937,937,937,3/2/2023,12/3/2022,36,true,Burn NOS genitalia
938,938,938,6/11/2023,12/2/2022,80,true,Omphalitis of newborn
939,939,939,3/26/2023,12/3/2022,29,false,Ac DVT/emb distl low ext
940,940,940,12/24/2022,12/2/2022,85,false,Uterine inert NEC-antepa
941,941,941,4/17/2023,12/3/2022,34,true,Female genetic test NEC
942,942,942,3/18/2023,12/2/2022,89,false,Myel leuk NOS in relapse
943,943,943,6/6/2023,12/4/2022,56,false,Chronic hepatitis NOS
944,944,944,7/25/2023,12/3/2022,91,true,Burn NOS genitalia
945,945,945,5/22/2023,12/3/2022,64,true,Artif open status NOS
946,946,946,5/28/2023,12/2/2022,76,true,Chronic hepatitis NOS
947,947,947,1/29/2023,12/3/2022,38,false,Omphalitis of newborn
948,948,948,6/19/2023,12/2/2022,39,false,RR acc w explos-pasngr
949,949,949,2/13/2023,12/4/2022,30,true,Myel leuk NOS in relapse
950,950,950,5/13/2023,12/3/2022,45,false,Female genetic test NEC
951,951,951,3/14/2023,12/4/2022,70,false,Uterine inert NEC-antepa
952,952,952,2/10/2023,12/5/2022,37,false,Hodgkins dis NOS mult
953,953,953,6/24/2023,12/3/2022,43,true,Comp-unsp device/graft
954,954,954,4/13/2023,12/5/2022,25,true,Intermit altrn esotropia
955,955,955,7/29/2023,12/4/2022,39,true,Clo
956,956,956,5/28/2023,12/5/2022,75,true,Ac DVT/emb distl low ext
957,957,957,5/27/2023,12/2/2022,58,false,Sensoneur hear loss asym
958,958,958,3/5/2023,12/2/2022,77,true,Myel leuk NOS in relapse
959,959,959,5/16/2023,12/3/2022,21,true,Essen hyperten-antepart
960,960,960,2/24/2023,12/3/2022,94,false,Mv collision NOS-driver
961,961,961,8/8/2023,12/4/2022,61,false,Chronic hepatitis NOS
962,962,962,3/20/2023,12/3/2022,51,true,Burkitt's tumor spleen
963,963,963,2/17/2023,12/5/2022,53,false,Hodgkins dis NOS mult
964,964,964,5/5/2023,12/5/2022,30,true,Sensoneur hear loss asym
965,965,965,2/22/2023,12/4/2022,30,true,Essen hyperten-antepart
966,966,966,12/25/2022,12/4/2022,39,true,Vomit compl preg-antepar
967,967,967,5/31/2023,12/5/2022,78,false,Mal neo nasopharynx NEC
968,968,968,5/6/2023,12/2/2022,83,false,Oth ob compl-delivered
969,969,969,6/22/2023,12/2/2022,84,false,Omphalitis of newborn
970,970,970,4/1/2023,12/2/2022,19,false,Mal neo nasopharynx NEC
971,971,971,4/19/2023,12/3/2022,32,false,Mal neo nasopharynx NEC
972,972,972,4/17/2023,12/2/2022,86,true,Clo
973,973,973,2/17/2023,12/2/2022,90,true,Uterine inert NEC-antepa
974,974,974,4/12/2023,12/3/2022,60,true,Ac DVT/emb distl low ext
975,975,975,12/29/2022,12/3/2022,81,false,Oth ob compl-delivered
976,976,976,5/17/2023,12/5/2022,62,false,Mal neo nasopharynx NEC
977,977,977,7/22/2023,12/2/2022,61,true,Aggres periodontitis NOS
978,978,978,1/14/2023,12/3/2022,49,true,Vomit compl preg-antepar
979,979,979,4/22/2023,12/4/2022,87,false,Sensoneur hear loss asym
980,980,980,6/10/2023,12/5/2022,87,false,Artif open status NOS
981,981,981,5/24/2023,12/3/2022,31,true,Hungry bone syndrome
982,982,982,1/27/2023,12/4/2022,18,true,Ac DVT/emb distl low ext
983,983,983,6/30/2023,12/4/2022,35,false,Hodgkins dis NOS mult
984,984,984,5/9/2023,12/2/2022,29,true,Uterine inert NEC-antepa
985,985,985,4/17/2023,12/2/2022,28,true,Hungry bone syndrome
986,986,986,8/18/2023,12/4/2022,94,true,Gastrojejun ulc NOS-obst
987,987,987,5/27/2023,12/5/2022,46,false,Burkitt's tumor spleen
988,988,988,4/23/2023,12/4/2022,91,false,Ac leuk uns cl relapse
989,989,989,8/22/2023,12/2/2022,78,true,Uterine inert NEC-antepa
990,990,990,3/14/2023,12/3/2022,43,true,Artif open status NOS
991,991,991,1/29/2023,12/4/2022,41,false,Omphalitis of newborn
992,992,992,6/4/2023,12/4/2022,60,false,Ac DVT/emb distl low ext
993,993,993,5/24/2023,12/5/2022,20,false,Mv collision NOS-driver
994,994,994,1/23/2023,12/4/2022,64,false,Sensoneur hear loss asym
995,995,995,1/23/2023,12/4/2022,85,false,Aggres periodontitis NOS
996,996,996,2/4/2023,12/4/2022,94,false,Omphalitis of newborn
997,997,997,4/30/2023,12/5/2022,54,false,Hungry bone syndrome
998,998,998,3/31/2023,12/2/2022,20,false,Intermit altrn esotropia
999,999,999,7/27/2023,12/5/2022,20,true,Hodgkins dis NOS mult
1000,1000,1000,6/22/2023,12/2/2022,23,true,Vomit compl preg-antepar
