payroll_id,employee_id,payroll_period,calculated_earnings,deductions,netpay,overtime_hours,payroll_date,tax_deduction,compensation_id
732,732,11/8/2023,48.9,19.0,84.4,42.4,4/2/2023,13,732
733,733,11/27/2022,20.0,65.7,19.5,3.7,8/8/2023,18,733
734,734,10/13/2023,30.8,69.9,42.0,64.7,11/20/2023,91,734
735,735,12/24/2022,69.3,77.1,90.9,74.6,2/6/2023,57,735
736,736,10/4/2023,54.9,45.5,51.2,41.6,2/12/2023,88,736
737,737,10/5/2023,72.4,51.0,81.2,91.8,12/17/2022,0,737
738,738,8/29/2023,15.3,25.1,53.1,13.8,12/25/2022,7,738
739,739,11/14/2023,90.2,94.4,29.3,98.3,6/3/2023,71,739
740,740,4/6/2023,34.9,85.4,10.3,4.4,5/8/2023,77,740
741,741,9/17/2023,65.5,71.6,68.0,0.4,11/18/2023,75,741
742,742,11/1/2023,65.7,24.8,69.0,58.2,3/20/2023,11,742
743,743,2/10/2023,69.1,40.9,39.0,22.1,8/28/2023,17,743
744,744,2/18/2023,64.6,72.2,76.0,3.5,11/10/2023,52,744
745,745,3/23/2023,55.0,18.3,0.8,38.6,10/31/2023,42,745
746,746,10/26/2023,97.6,52.9,16.5,96.2,9/26/2023,38,746
747,747,7/2/2023,47.1,19.6,95.9,80.6,5/27/2023,62,747
748,748,6/25/2023,8.2,79.5,91.5,43.2,5/13/2023,17,748
749,749,11/28/2022,94.3,85.4,69.6,18.5,3/27/2023,2,749
750,750,10/21/2023,43.6,35.8,27.2,88.4,5/15/2023,30,750
751,751,12/23/2022,3.2,38.0,20.5,61.1,8/16/2023,33,751
752,752,6/10/2023,52.3,99.9,32.1,5.9,4/29/2023,2,752
753,753,11/22/2023,43.4,2.1,20.3,18.5,5/7/2023,9,753
754,754,4/6/2023,18.2,38.2,95.4,73.1,7/28/2023,24,754
755,755,8/31/2023,27.1,94.3,83.6,45.7,6/16/2023,4,755
756,756,11/28/2022,27.4,26.6,93.8,81.5,8/20/2023,33,756
757,757,5/5/2023,44.7,38.3,45.1,98.1,12/12/2022,26,757
758,758,12/17/2022,1.1,33.0,80.9,39.1,9/11/2023,59,758
759,759,11/8/2023,72.0,97.2,19.2,46.2,3/5/2023,45,759
760,760,2/18/2023,19.2,23.5,35.6,41.6,8/19/2023,81,760
761,761,11/15/2023,90.6,34.5,68.1,84.2,7/4/2023,88,761
762,762,5/26/2023,54.8,40.1,31.3,22.8,7/3/2023,81,762
763,763,1/7/2023,66.4,29.2,88.2,43.2,6/24/2023,5,763
764,764,9/18/2023,42.6,47.5,67.7,95.1,12/25/2022,41,764
765,765,8/22/2023,5.8,73.3,89.8,42.7,7/18/2023,71,765
766,766,3/20/2023,20.7,37.6,31.5,1.5,3/19/2023,11,766
767,767,8/6/2023,78.5,49.5,85.1,48.3,2/12/2023,83,767
768,768,10/30/2023,31.8,63.8,64.9,34.1,10/15/2023,4,768
769,769,2/4/2023,10.9,35.6,29.7,86.2,10/17/2023,79,769
770,770,7/15/2023,0.2,61.7,56.8,56.6,9/30/2023,12,770
771,771,3/1/2023,12.4,19.7,7.1,93.1,1/10/2023,49,771
772,772,1/1/2023,32.0,96.2,40.0,29.4,9/20/2023,1,772
773,773,12/9/2022,65.8,38.7,58.5,93.9,6/21/2023,85,773
774,774,1/27/2023,92.0,36.5,24.2,56.6,12/13/2022,99,774
775,775,5/1/2023,96.9,6.1,57.0,63.0,1/23/2023,46,775
776,776,6/6/2023,14.5,91.2,48.4,68.5,8/4/2023,49,776
777,777,10/10/2023,17.9,44.6,89.1,77.1,9/24/2023,20,777
778,778,1/15/2023,62.6,0.1,19.3,4.1,6/12/2023,1,778
779,779,2/10/2023,11.3,28.0,73.7,13.8,10/26/2023,89,779
780,780,9/1/2023,29.5,24.3,91.9,26.9,2/4/2023,29,780
781,781,2/17/2023,66.4,16.6,58.4,42.4,6/9/2023,18,781
782,782,12/3/2022,82.0,39.6,53.9,76.2,7/14/2023,29,782
783,783,4/28/2023,2.9,10.7,67.5,22.6,10/12/2023,46,783
784,784,1/14/2023,54.4,30.0,37.5,19.1,6/25/2023,71,784
785,785,12/8/2022,91.6,0.2,24.9,0.9,5/10/2023,90,785
786,786,11/6/2023,85.6,48.3,21.1,4.7,3/11/2023,78,786
787,787,6/21/2023,98.9,82.0,70.3,67.3,5/17/2023,98,787
788,788,1/12/2023,27.3,77.9,59.9,45.8,4/27/2023,61,788
789,789,4/4/2023,27.7,25.4,61.6,62.5,4/14/2023,53,789
790,790,12/11/2022,63.2,14.4,87.0,2.7,3/2/2023,22,790
791,791,10/16/2023,1.7,60.1,79.4,58.0,5/7/2023,95,791
792,792,4/3/2023,49.8,67.3,42.6,35.2,3/4/2023,40,792
793,793,1/18/2023,47.3,50.2,68.5,93.1,6/1/2023,85,793
794,794,8/26/2023,63.9,73.2,28.8,79.8,4/3/2023,76,794
795,795,11/7/2023,48.4,67.3,86.6,65.2,10/13/2023,77,795
796,796,11/13/2023,9.8,22.9,87.5,16.1,9/9/2023,27,796
797,797,8/23/2023,76.3,2.9,36.3,79.2,3/1/2023,85,797
798,798,9/11/2023,27.9,21.2,9.6,80.7,8/27/2023,26,798
799,799,1/17/2023,22.1,11.7,52.0,56.6,11/24/2023,98,799
800,800,11/8/2023,51.5,39.8,61.2,39.1,3/1/2023,80,800
801,801,6/26/2023,27.8,61.3,36.1,22.4,12/19/2022,27,801
802,802,9/22/2023,31.0,92.3,68.9,98.0,7/26/2023,43,802
803,803,3/23/2023,59.5,33.9,31.1,88.8,10/6/2023,7,803
804,804,12/19/2022,68.7,2.2,10.7,29.9,5/3/2023,45,804
805,805,8/1/2023,91.1,7.0,66.3,97.8,3/20/2023,54,805
806,806,5/9/2023,63.8,57.4,69.4,76.7,8/13/2023,78,806
807,807,3/21/2023,87.7,1.7,20.6,41.0,12/5/2022,55,807
808,808,11/21/2023,81.3,54.0,38.5,85.3,10/24/2023,38,808
809,809,11/14/2023,1.8,75.7,98.1,88.9,10/9/2023,59,809
810,810,5/2/2023,56.5,18.1,63.5,21.0,6/17/2023,34,810
811,811,7/12/2023,14.3,26.2,59.8,69.0,12/3/2022,22,811
812,812,9/30/2023,79.6,21.6,98.7,53.8,3/20/2023,56,812
813,813,4/13/2023,66.0,16.1,59.8,45.1,2/14/2023,54,813
814,814,5/13/2023,52.7,36.5,50.9,32.5,1/9/2023,45,814
815,815,12/18/2022,12.1,75.2,54.4,77.2,9/22/2023,66,815
816,816,7/1/2023,49.1,19.6,42.7,21.8,10/20/2023,29,816
817,817,10/8/2023,56.1,23.2,2.3,64.2,6/25/2023,45,817
818,818,10/16/2023,96.8,3.9,62.9,61.7,9/26/2023,55,818
819,819,6/8/2023,21.7,0.5,16.6,3.2,8/24/2023,32,819
820,820,1/3/2023,34.7,15.7,49.0,83.4,10/7/2023,15,820
821,821,9/29/2023,62.9,81.8,61.2,36.7,2/13/2023,78,821
822,822,9/15/2023,84.2,33.5,59.5,95.0,2/6/2023,35,822
823,823,1/8/2023,95.5,84.9,27.8,40.7,9/27/2023,52,823
824,824,2/7/2023,46.4,83.9,35.7,30.3,4/26/2023,95,824
825,825,8/20/2023,19.0,74.2,65.1,95.0,7/1/2023,59,825
826,826,6/24/2023,68.1,28.3,54.1,97.7,4/4/2023,89,826
827,827,3/9/2023,52.1,60.3,61.6,91.6,3/31/2023,41,827
828,828,11/23/2023,23.2,10.8,73.5,13.8,7/4/2023,46,828
829,829,9/24/2023,68.4,4.2,5.4,5.2,10/23/2023,57,829
830,830,8/24/2023,40.5,40.4,76.1,7.3,12/2/2022,65,830
831,831,5/8/2023,63.5,96.3,52.4,15.6,3/29/2023,3,831
832,832,10/4/2023,32.4,2.1,52.1,69.7,10/9/2023,82,832
833,833,2/15/2023,17.4,46.7,45.9,5.1,5/28/2023,99,833
834,834,1/28/2023,68.5,64.6,75.4,51.4,5/11/2023,43,834
835,835,5/9/2023,54.7,12.6,67.4,22.1,4/20/2023,56,835
836,836,12/5/2022,5.1,90.9,58.4,38.4,9/15/2023,14,836
837,837,5/28/2023,81.0,66.7,28.4,43.6,12/7/2022,40,837
838,838,12/9/2022,97.4,92.7,51.9,85.4,11/13/2023,80,838
839,839,4/29/2023,87.4,32.5,73.1,91.0,1/24/2023,58,839
840,840,9/28/2023,84.4,2.5,44.1,90.0,4/24/2023,31,840
841,841,11/29/2022,53.6,95.2,53.6,21.3,8/16/2023,23,841
842,842,1/29/2023,81.2,20.2,66.2,31.1,5/2/2023,72,842
843,843,7/10/2023,46.1,49.1,34.6,37.6,12/31/2022,1,843
844,844,11/7/2023,80.7,79.6,61.5,40.1,6/26/2023,21,844
845,845,8/14/2023,0.6,72.3,55.5,83.4,5/29/2023,15,845
846,846,12/19/2022,70.3,31.6,31.1,43.5,11/30/2022,97,846
847,847,5/13/2023,67.8,45.6,62.5,42.6,2/14/2023,42,847
848,848,7/12/2023,59.6,80.7,5.3,92.7,10/26/2023,80,848
849,849,4/25/2023,12.8,32.6,59.2,41.6,2/16/2023,93,849
850,850,5/2/2023,81.8,81.8,70.8,20.1,1/20/2023,71,850
851,851,3/4/2023,33.4,55.8,35.8,45.2,4/11/2023,85,851
852,852,5/29/2023,73.6,56.8,27.2,44.6,7/14/2023,24,852
853,853,11/28/2022,15.0,95.4,57.5,46.7,11/24/2023,74,853
854,854,5/1/2023,71.2,24.3,90.1,22.8,8/16/2023,30,854
855,855,7/16/2023,14.4,48.1,80.4,94.5,6/7/2023,48,855
856,856,10/31/2023,87.0,17.8,17.1,86.0,10/30/2023,48,856
857,857,10/14/2023,6.0,59.9,48.8,87.3,6/19/2023,69,857
858,858,3/29/2023,21.5,54.6,62.9,79.3,6/21/2023,26,858
859,859,1/14/2023,6.0,8.3,93.9,85.0,5/6/2023,11,859
860,860,1/22/2023,79.3,60.9,85.1,18.8,12/27/2022,86,860
861,861,1/15/2023,44.1,8.1,27.0,23.1,8/11/2023,47,861
862,862,2/26/2023,53.7,45.5,17.8,41.5,9/10/2023,52,862
863,863,1/22/2023,52.6,53.4,28.4,29.7,1/7/2023,86,863
864,864,12/2/2022,71.2,93.0,44.1,20.1,2/21/2023,75,864
865,865,10/11/2023,17.3,20.3,93.8,40.2,10/12/2023,83,865
866,866,8/17/2023,82.4,86.8,60.6,56.6,4/8/2023,71,866
867,867,10/19/2023,10.5,71.2,3.2,14.3,6/18/2023,62,867
868,868,9/6/2023,72.7,45.2,18.0,38.6,5/24/2023,59,868
869,869,3/8/2023,46.2,54.4,75.2,14.7,10/14/2023,85,869
870,870,9/22/2023,83.0,25.4,75.0,71.1,8/17/2023,71,870
871,871,7/5/2023,47.3,55.5,98.7,30.5,2/24/2023,56,871
872,872,2/4/2023,57.4,79.9,47.9,78.0,3/22/2023,45,872
873,873,10/22/2023,12.2,25.5,42.6,25.0,4/2/2023,99,873
874,874,5/7/2023,80.9,31.9,23.9,61.5,11/6/2023,58,874
875,875,11/9/2023,89.8,50.0,41.6,53.3,1/25/2023,31,875
876,876,11/22/2023,97.1,62.9,33.6,43.8,10/3/2023,41,876
877,877,12/17/2022,19.7,38.0,30.9,46.7,9/17/2023,15,877
878,878,5/14/2023,34.4,73.8,18.0,89.7,1/14/2023,2,878
879,879,11/5/2023,93.5,35.8,24.6,26.6,11/15/2023,32,879
880,880,3/3/2023,8.8,17.0,37.4,84.0,12/13/2022,13,880
881,881,11/20/2023,26.4,13.1,82.6,5.2,9/20/2023,25,881
882,882,9/5/2023,88.6,85.6,39.3,41.8,12/20/2022,17,882
883,883,6/27/2023,20.6,15.1,41.3,95.6,3/11/2023,13,883
884,884,1/16/2023,24.1,38.8,64.7,0.1,9/3/2023,99,884
885,885,5/6/2023,56.7,64.2,58.6,33.8,7/28/2023,42,885
886,886,11/1/2023,84.7,50.6,38.3,2.8,1/6/2023,7,886
887,887,2/13/2023,60.5,94.3,13.2,81.0,7/12/2023,85,887
888,888,6/16/2023,53.9,51.1,45.0,71.6,11/10/2023,10,888
889,889,5/28/2023,19.9,82.6,10.1,66.8,10/15/2023,2,889
890,890,3/18/2023,77.2,74.0,50.7,19.3,7/9/2023,39,890
891,891,4/25/2023,94.0,55.9,21.3,23.6,11/11/2023,14,891
892,892,8/11/2023,43.4,78.7,50.2,34.3,5/25/2023,99,892
893,893,6/19/2023,21.7,98.2,4.2,75.6,3/6/2023,10,893
894,894,6/9/2023,42.0,99.3,48.8,70.3,3/19/2023,97,894
895,895,9/24/2023,99.6,71.4,68.7,14.7,8/31/2023,73,895
896,896,2/11/2023,5.3,73.4,10.4,50.3,5/5/2023,54,896
897,897,12/16/2022,76.6,6.1,21.3,54.3,10/12/2023,59,897
898,898,1/21/2023,38.6,55.3,9.1,6.6,6/7/2023,74,898
899,899,6/6/2023,65.1,79.9,0.1,93.3,2/16/2023,47,899
900,900,10/8/2023,44.0,2.4,89.9,61.4,3/15/2023,5,900
901,901,4/24/2023,38.8,91.8,27.2,62.0,6/16/2023,53,901
902,902,10/19/2023,68.1,83.2,4.1,10.4,4/22/2023,33,902
903,903,1/3/2023,6.9,56.9,71.5,52.3,9/12/2023,73,903
904,904,9/25/2023,85.5,90.2,62.2,37.9,3/26/2023,44,904
905,905,10/14/2023,59.7,40.5,63.3,43.5,5/12/2023,1,905
906,906,1/18/2023,29.3,78.3,79.7,99.9,3/18/2023,26,906
907,907,7/4/2023,15.1,24.5,91.0,11.5,5/22/2023,92,907
908,908,9/7/2023,68.3,64.9,51.5,34.8,12/24/2022,6,908
909,909,12/28/2022,39.4,97.9,10.3,98.9,10/26/2023,32,909
910,910,11/11/2023,76.5,46.2,99.7,96.0,5/9/2023,1,910
911,911,2/9/2023,40.7,64.8,83.2,31.1,10/1/2023,30,911
912,912,12/31/2022,27.6,44.8,89.2,65.8,11/28/2022,55,912
913,913,10/16/2023,83.6,79.9,25.4,41.7,3/27/2023,75,913
914,914,10/29/2023,7.2,36.0,77.3,50.5,12/12/2022,65,914
915,915,1/7/2023,64.1,25.2,38.9,74.7,12/12/2022,5,915
916,916,2/16/2023,26.6,34.0,67.8,78.0,4/24/2023,35,916
917,917,12/15/2022,32.7,31.1,99.0,33.6,7/22/2023,61,917
918,918,2/11/2023,38.0,70.2,35.0,52.0,5/16/2023,3,918
919,919,3/13/2023,10.3,29.4,47.9,27.7,12/23/2022,67,919
920,920,5/23/2023,31.7,21.2,26.5,33.1,5/6/2023,15,920
921,921,6/5/2023,75.4,91.9,47.7,45.4,10/23/2023,84,921
922,922,12/22/2022,66.5,78.9,91.5,50.9,6/2/2023,18,922
923,923,8/3/2023,6.3,47.3,58.6,42.3,4/25/2023,55,923
924,924,1/25/2023,21.1,70.6,17.6,29.4,8/17/2023,71,924
925,925,6/16/2023,23.7,28.3,6.3,85.3,3/5/2023,62,925
926,926,9/23/2023,49.7,10.0,17.1,16.0,8/14/2023,94,926
927,927,4/19/2023,38.8,98.6,84.8,21.7,6/3/2023,67,927
928,928,1/13/2023,84.0,7.3,9.5,48.3,3/26/2023,87,928
929,929,5/30/2023,41.0,58.6,66.9,17.0,9/4/2023,34,929
930,930,11/7/2023,74.4,56.3,69.8,78.3,6/7/2023,68,930
931,931,12/13/2022,36.6,10.2,11.5,0.8,3/7/2023,76,931
932,932,10/17/2023,61.3,24.7,62.1,51.5,6/18/2023,43,932
933,933,10/4/2023,95.0,80.5,91.5,9.7,8/14/2023,91,933
934,934,7/1/2023,79.5,83.2,34.0,78.9,10/18/2023,9,934
935,935,10/22/2023,0.4,31.1,63.9,42.7,9/15/2023,97,935
936,936,9/4/2023,47.7,10.4,42.6,79.0,2/27/2023,58,936
937,937,1/23/2023,74.6,26.6,70.3,96.6,2/26/2023,46,937
938,938,5/5/2023,44.5,98.9,39.1,68.9,3/17/2023,26,938
939,939,5/14/2023,53.9,68.0,43.6,14.2,5/31/2023,2,939
940,940,7/25/2023,1.7,23.3,68.1,22.3,5/2/2023,67,940
941,941,12/25/2022,63.5,93.2,86.7,81.6,1/22/2023,53,941
942,942,7/4/2023,61.5,34.8,76.0,34.6,12/22/2022,90,942
943,943,8/29/2023,2.0,62.8,79.0,9.5,6/10/2023,24,943
944,944,11/19/2023,5.2,34.0,99.9,83.9,8/22/2023,79,944
945,945,6/13/2023,12.1,39.1,85.5,89.2,11/28/2022,46,945
946,946,11/24/2023,6.9,74.9,5.7,91.3,7/28/2023,1,946
947,947,4/10/2023,24.1,6.1,76.7,19.5,12/27/2022,71,947
948,948,9/1/2023,19.6,96.7,21.4,63.6,7/23/2023,14,948
949,949,8/24/2023,49.4,71.3,51.8,77.4,1/2/2023,68,949
950,950,8/25/2023,65.2,28.4,26.2,63.7,6/9/2023,9,950
951,951,3/14/2023,88.2,65.4,60.3,47.5,6/19/2023,56,951
952,952,6/3/2023,92.2,28.6,71.1,57.8,4/30/2023,90,952
953,953,7/29/2023,50.4,29.3,56.1,68.5,9/15/2023,33,953
954,954,8/14/2023,98.7,98.6,29.1,23.3,5/3/2023,50,954
955,955,12/23/2022,27.0,89.0,1.7,12.6,3/6/2023,64,955
956,956,1/16/2023,15.6,62.8,66.6,35.8,8/23/2023,61,956
957,957,10/16/2023,29.7,33.5,53.4,43.4,11/7/2023,11,957
958,958,2/23/2023,77.9,99.0,36.5,42.7,12/22/2022,2,958
959,959,5/26/2023,39.2,22.3,48.8,63.7,3/12/2023,49,959
960,960,2/27/2023,54.4,50.0,27.6,30.9,10/27/2023,53,960
961,961,12/31/2022,72.6,43.0,90.7,20.3,8/19/2023,63,961
962,962,2/11/2023,40.6,74.8,96.2,6.4,10/10/2023,38,962
963,963,1/22/2023,2.1,91.9,68.9,67.4,8/28/2023,99,963
964,964,5/2/2023,85.3,43.8,74.1,99.4,12/13/2022,97,964
965,965,4/23/2023,50.1,28.4,82.8,21.2,2/18/2023,4,965
966,966,12/10/2022,86.8,87.3,41.5,11.1,8/28/2023,81,966
967,967,10/18/2023,97.0,29.6,1.8,63.0,10/14/2023,36,967
968,968,1/3/2023,61.9,36.8,35.0,75.0,9/22/2023,65,968
969,969,12/18/2022,37.0,14.4,29.3,57.4,10/30/2023,70,969
970,970,5/18/2023,84.5,92.5,17.7,45.8,5/22/2023,40,970
971,971,8/27/2023,33.1,23.6,85.8,82.6,3/3/2023,90,971
972,972,7/18/2023,55.7,68.7,91.1,8.3,6/30/2023,67,972
973,973,1/21/2023,59.0,7.0,46.6,4.6,6/19/2023,66,973
974,974,4/5/2023,93.4,99.0,40.6,5.2,10/20/2023,56,974
975,975,2/3/2023,18.6,88.9,81.5,46.0,3/5/2023,48,975
976,976,4/29/2023,39.1,56.0,95.5,16.8,11/11/2023,3,976
977,977,2/1/2023,68.0,13.6,13.0,41.7,6/6/2023,49,977
978,978,10/30/2023,47.0,86.7,54.3,79.6,9/29/2023,62,978
979,979,1/3/2023,97.0,80.8,88.5,7.8,7/7/2023,75,979
980,980,10/25/2023,46.0,16.8,51.3,4.4,4/10/2023,94,980
981,981,9/26/2023,18.6,85.5,6.5,58.5,3/16/2023,1,981
982,982,3/25/2023,92.3,57.8,8.9,69.2,8/10/2023,75,982
983,983,12/15/2022,99.8,47.0,52.4,96.6,12/22/2022,58,983
984,984,2/14/2023,77.2,91.3,36.7,2.4,12/11/2022,78,984
985,985,4/4/2023,37.8,84.5,19.5,98.7,5/1/2023,100,985
986,986,4/8/2023,15.3,27.9,74.3,52.0,10/20/2023,50,986
987,987,7/31/2023,1.8,79.6,0.3,25.6,6/13/2023,93,987
988,988,5/20/2023,20.1,86.9,63.7,10.8,12/18/2022,42,988
989,989,6/23/2023,29.2,71.9,84.6,87.8,2/15/2023,85,989
990,990,7/7/2023,8.6,63.6,17.9,29.1,8/29/2023,16,990
991,991,11/19/2023,62.3,46.4,38.5,10.8,4/9/2023,14,991
992,992,12/28/2022,4.3,34.8,99.2,55.5,12/7/2022,61,992
993,993,5/8/2023,85.5,14.4,7.7,5.1,12/13/2022,88,993
994,994,10/9/2023,48.6,20.7,32.5,76.2,1/24/2023,90,994
995,995,8/13/2023,64.0,43.3,20.6,51.4,6/11/2023,20,995
996,996,5/24/2023,61.8,72.4,76.9,55.2,11/10/2023,33,996
997,997,11/14/2023,74.6,9.3,91.8,50.9,6/17/2023,87,997
998,998,1/23/2023,99.5,75.2,45.0,17.0,9/1/2023,92,998
999,999,7/23/2023,10.0,7.5,95.4,76.8,4/29/2023,60,999
1000,1000,9/13/2023,5.4,11.6,14.1,80.2,11/13/2023,98,1000
