payroll_id ,payroll_period ,calculated_earnings ,deductions,netpay ,overtime_hours ,payroll_date ,tax_deduction ,compensation_id 
773,3/27/2023,69.2,33.8,54.6,17.3,1/26/2023,68,40
774,1/21/2023,79.7,95.1,94.6,79.6,3/3/2023,59,54
775,4/10/2023,88.8,92.7,17.2,87.5,2/22/2023,28,49
776,12/19/2022,65.6,26.9,80.8,7.7,2/7/2023,87,55
777,6/6/2023,76.7,48.3,12.3,69.6,1/6/2023,23,98
778,6/23/2023,20.2,43.3,35.4,61.5,7/25/2023,45,90
779,9/9/2023,53.5,7.0,3.0,5.7,3/29/2023,42,65
780,3/28/2023,75.1,28.6,92.4,52.7,10/28/2023,64,42
781,2/18/2023,68.8,5.6,79.4,85.1,9/26/2023,86,3
782,8/20/2023,38.3,72.8,69.8,10.8,5/26/2023,19,48
783,6/23/2023,21.0,97.5,77.8,96.8,4/30/2023,57,65
784,3/22/2023,62.6,80.1,83.1,65.7,5/15/2023,50,83
785,9/23/2023,67.9,50.2,49.5,99.3,4/29/2023,97,85
786,6/29/2023,29.2,92.7,53.2,65.4,12/3/2022,3,63
787,3/12/2023,34.4,68.1,43.8,49.4,4/7/2023,22,95
788,3/30/2023,95.4,64.3,25.0,84.6,10/25/2023,37,66
789,8/26/2023,72.0,17.8,90.1,50.0,12/31/2022,21,53
790,5/2/2023,65.2,92.2,30.6,3.9,9/13/2023,24,73
791,2/21/2023,90.5,28.6,18.3,5.8,3/13/2023,76,35
792,8/23/2023,4.4,69.1,31.4,57.2,6/4/2023,2,26
793,10/15/2023,90.9,53.0,9.5,85.5,5/10/2023,54,44
794,5/3/2023,45.7,10.2,33.4,72.1,4/8/2023,11,75
795,4/2/2023,9.8,54.8,17.1,31.5,12/28/2022,36,56
796,5/1/2023,71.1,52.4,68.7,97.5,10/23/2023,91,48
797,6/9/2023,49.9,19.1,83.5,15.9,3/9/2023,31,99
798,11/22/2023,28.7,26.8,70.3,94.9,2/15/2023,82,74
799,12/2/2022,8.6,80.3,53.5,36.9,11/24/2023,10,41
800,3/18/2023,36.9,11.7,95.6,89.7,1/11/2023,6,6
801,4/26/2023,58.0,14.1,3.7,98.0,5/23/2023,54,47
802,2/10/2023,21.3,47.6,29.7,70.7,9/7/2023,94,41
803,9/29/2023,45.9,50.8,52.6,70.6,11/19/2023,99,53
804,4/21/2023,85.0,54.8,18.0,45.1,10/8/2023,40,5
805,4/13/2023,14.0,59.0,41.0,9.6,9/9/2023,59,72
806,10/7/2023,97.7,67.5,25.1,32.9,6/10/2023,9,27
807,4/3/2023,39.9,21.6,94.9,46.7,5/10/2023,98,79
808,1/18/2023,44.1,44.9,72.0,48.5,9/7/2023,18,35
809,7/6/2023,50.7,67.1,79.6,79.1,6/20/2023,5,29
810,10/24/2023,64.8,23.0,10.1,44.0,11/2/2023,62,88
811,3/17/2023,55.4,72.0,85.6,56.6,12/15/2022,82,6
812,9/8/2023,51.6,3.7,19.3,9.4,2/27/2023,56,2
813,6/8/2023,69.8,13.4,16.2,80.0,9/6/2023,52,33
814,6/5/2023,22.1,45.1,28.3,67.9,11/1/2023,86,88
815,6/17/2023,65.4,53.6,38.8,67.0,10/8/2023,45,35
816,8/10/2023,1.2,61.9,48.0,95.5,3/10/2023,73,48
817,5/13/2023,21.8,29.6,36.6,10.0,3/21/2023,44,34
818,10/22/2023,26.5,63.2,71.1,27.5,2/28/2023,78,55
819,12/25/2022,16.9,76.1,3.3,1.7,6/13/2023,86,57
820,8/8/2023,77.5,31.6,68.4,48.6,10/18/2023,71,97
821,2/11/2023,57.2,35.8,64.3,45.9,10/28/2023,54,28
822,3/28/2023,31.4,95.0,16.5,57.7,6/27/2023,99,72
823,1/9/2023,84.1,40.9,30.8,9.9,2/3/2023,74,35
824,10/23/2023,77.4,91.3,23.1,34.1,6/15/2023,62,16
825,3/19/2023,11.2,98.6,6.8,89.1,6/13/2023,13,94
826,2/13/2023,86.5,5.9,85.0,73.9,10/30/2023,36,7
827,10/2/2023,65.2,49.6,67.2,18.8,11/10/2023,23,74
828,3/3/2023,55.4,57.2,79.1,91.7,3/15/2023,92,41
829,12/1/2022,26.4,46.8,19.9,38.1,9/13/2023,83,81
830,1/27/2023,13.8,6.7,50.3,12.2,8/3/2023,98,55
831,2/2/2023,33.9,22.1,32.9,98.1,1/4/2023,71,14
832,2/13/2023,46.8,56.8,45.3,9.8,6/12/2023,68,29
833,2/24/2023,67.4,100.0,46.0,52.9,9/30/2023,39,71
834,12/14/2022,70.1,99.1,90.4,69.0,10/23/2023,40,28
835,5/7/2023,84.3,70.0,36.8,56.8,1/9/2023,32,90
836,10/9/2023,34.9,33.0,27.3,98.8,9/8/2023,32,37
837,12/17/2022,6.7,25.4,5.1,71.4,2/23/2023,81,76
838,8/28/2023,88.7,63.2,94.2,35.1,8/24/2023,73,58
839,11/22/2023,72.0,81.0,22.6,87.8,10/21/2023,19,50
840,5/31/2023,24.3,47.4,77.2,10.6,10/6/2023,66,65
841,10/3/2023,21.6,26.2,64.3,77.2,9/8/2023,6,43
842,12/25/2022,73.5,9.4,49.4,92.3,8/30/2023,17,51
843,4/2/2023,92.4,66.0,15.3,34.6,1/26/2023,41,22
844,12/19/2022,15.8,62.5,24.2,84.1,10/12/2023,51,74
845,11/1/2023,92.1,81.4,10.9,31.5,10/17/2023,82,28
846,1/9/2023,73.0,42.4,65.0,62.9,3/15/2023,63,35
847,10/6/2023,49.4,28.1,6.9,2.7,10/6/2023,24,99
848,4/5/2023,70.6,77.7,77.1,43.2,6/4/2023,42,35
849,9/6/2023,85.3,8.1,4.4,38.5,6/22/2023,83,56
850,7/3/2023,75.5,56.7,66.5,79.6,2/16/2023,36,5
851,10/24/2023,75.4,94.6,84.6,71.4,5/10/2023,31,38
852,6/11/2023,26.5,28.5,23.1,20.7,3/12/2023,88,29
853,12/6/2022,25.5,68.2,48.6,91.6,7/29/2023,16,28
854,3/8/2023,96.7,46.2,40.0,65.3,9/18/2023,19,11
855,6/16/2023,20.6,85.3,8.7,67.3,2/24/2023,77,30
856,5/3/2023,85.9,1.2,50.5,29.7,1/4/2023,42,7
857,3/18/2023,76.6,77.3,12.0,55.6,8/13/2023,42,90
858,10/4/2023,38.7,30.0,9.5,32.3,5/13/2023,7,83
859,9/18/2023,25.0,48.8,56.4,24.3,5/26/2023,75,52
860,10/8/2023,63.4,58.1,2.4,35.8,4/24/2023,67,82
861,6/9/2023,17.1,96.9,59.8,80.6,6/23/2023,69,10
862,9/6/2023,90.8,68.9,32.1,95.6,1/8/2023,59,51
863,10/22/2023,7.6,70.3,19.5,2.0,6/9/2023,54,19
864,10/17/2023,76.7,98.5,37.7,40.8,8/5/2023,76,49
865,4/8/2023,84.9,92.2,32.7,30.8,8/31/2023,16,32
866,4/12/2023,69.4,97.9,90.6,15.6,11/20/2023,67,48
867,9/24/2023,36.3,8.7,18.6,22.9,7/31/2023,44,76
868,5/27/2023,12.1,69.9,51.5,53.1,4/26/2023,4,43
869,12/7/2022,80.0,42.1,11.5,44.3,7/2/2023,100,15
870,8/3/2023,78.7,95.6,93.5,95.2,12/3/2022,43,23
871,3/22/2023,96.7,25.0,29.0,73.4,11/25/2023,16,37
872,1/29/2023,86.9,2.7,69.3,64.6,4/28/2023,22,19
873,6/9/2023,81.9,38.5,28.6,60.9,3/31/2023,38,7
874,4/8/2023,49.8,95.5,45.9,36.3,1/25/2023,59,30
875,1/17/2023,63.1,61.7,41.1,7.2,11/9/2023,21,34
876,5/27/2023,37.1,19.9,89.3,61.9,1/18/2023,14,96
877,8/4/2023,28.1,71.6,36.7,91.2,11/1/2023,18,53
878,4/26/2023,40.8,85.3,57.5,9.7,7/17/2023,22,17
879,1/9/2023,49.6,17.0,98.2,14.5,12/25/2022,16,13
880,8/10/2023,62.5,51.7,1.6,39.1,6/24/2023,33,84
881,8/25/2023,73.2,61.6,83.4,98.0,12/31/2022,85,92
882,8/20/2023,16.6,35.4,98.5,65.3,7/15/2023,17,91
883,7/10/2023,45.6,65.6,97.0,35.8,5/13/2023,37,22
884,10/17/2023,38.5,95.8,78.7,71.3,4/24/2023,50,16
885,3/13/2023,3.6,24.2,24.1,58.6,8/29/2023,100,4
886,7/12/2023,16.9,37.2,6.8,41.0,4/16/2023,96,28
887,9/27/2023,97.1,64.8,48.0,68.5,5/9/2023,54,25
888,10/13/2023,50.1,28.5,93.3,59.0,11/22/2023,58,3
889,2/8/2023,59.6,24.9,66.2,43.0,10/12/2023,66,46
890,7/20/2023,47.6,62.5,26.8,5.1,12/4/2022,67,74
891,11/5/2023,9.2,40.5,25.8,2.5,7/7/2023,89,63
892,8/20/2023,56.7,54.8,17.8,36.7,1/31/2023,43,58
893,3/16/2023,14.7,12.8,70.8,88.0,1/18/2023,50,100
894,4/24/2023,55.8,52.5,96.5,26.5,12/23/2022,77,84
895,5/11/2023,94.5,46.5,36.1,23.4,6/13/2023,3,53
896,6/8/2023,75.5,18.8,39.0,50.9,7/29/2023,38,68
897,3/5/2023,16.8,39.5,21.7,94.7,8/27/2023,12,6
898,8/11/2023,90.4,46.6,71.8,30.4,4/16/2023,94,79
899,9/5/2023,76.1,62.2,12.7,64.8,8/31/2023,28,10
900,10/16/2023,54.6,62.4,90.2,16.8,11/2/2023,13,63
901,5/6/2023,42.8,56.7,55.4,31.7,11/19/2023,99,100
902,3/14/2023,69.2,98.2,52.9,62.4,10/13/2023,48,80
903,12/13/2022,58.4,29.8,39.1,23.8,11/4/2023,11,81
904,3/10/2023,1.6,94.8,35.3,83.7,1/20/2023,31,33
905,8/27/2023,24.2,65.0,28.1,59.9,8/16/2023,34,92
906,6/17/2023,26.8,83.5,96.1,16.4,5/18/2023,68,21
907,7/28/2023,65.7,66.1,12.7,61.6,7/27/2023,97,44
908,12/11/2022,74.6,67.1,60.7,92.8,3/31/2023,42,94
909,2/24/2023,66.0,48.8,49.2,1.7,12/1/2022,85,33
910,7/31/2023,82.8,75.4,58.0,84.3,3/20/2023,74,54
911,2/7/2023,37.1,41.3,52.4,10.4,7/18/2023,22,87
912,11/14/2023,63.2,65.5,39.5,15.5,2/3/2023,31,75
913,12/27/2022,41.4,46.5,48.4,30.0,9/14/2023,21,84
914,8/18/2023,98.6,18.1,22.5,4.2,10/28/2023,7,17
915,6/29/2023,59.9,23.0,85.9,64.9,9/8/2023,97,80
916,11/12/2023,58.5,60.8,15.4,33.4,1/27/2023,62,86
917,2/13/2023,42.3,15.6,5.2,43.1,3/5/2023,89,44
918,8/18/2023,49.4,7.3,85.4,69.7,9/5/2023,46,25
919,1/17/2023,27.2,62.1,86.7,9.7,5/26/2023,53,29
920,11/4/2023,80.6,31.6,4.9,91.1,1/7/2023,38,63
921,11/6/2023,29.2,23.9,90.2,78.3,7/4/2023,68,55
922,9/23/2023,36.7,41.1,94.8,17.2,6/21/2023,42,51
923,2/12/2023,77.4,86.7,36.5,93.2,8/16/2023,62,19
924,10/24/2023,29.1,88.6,4.7,13.2,7/15/2023,12,73
925,1/29/2023,44.4,74.0,35.0,13.4,5/9/2023,42,94
926,9/12/2023,8.9,33.4,48.7,22.1,10/20/2023,84,33
927,11/15/2023,21.9,4.0,28.2,53.0,11/6/2023,57,70
928,1/21/2023,26.0,81.3,41.4,13.1,5/21/2023,15,63
929,2/11/2023,5.7,68.2,39.0,13.7,5/4/2023,43,3
930,1/8/2023,36.1,81.9,52.1,63.4,10/7/2023,46,55
931,8/14/2023,49.4,99.6,69.2,3.9,2/5/2023,69,79
932,11/6/2023,92.8,73.9,13.4,21.9,4/20/2023,54,15
933,8/19/2023,36.4,10.3,39.1,83.4,10/3/2023,22,82
934,1/10/2023,77.7,16.9,61.6,44.3,11/24/2023,24,9
935,10/6/2023,97.5,61.1,55.1,62.0,9/19/2023,94,76
936,4/18/2023,74.8,22.4,36.3,32.1,3/11/2023,96,29
937,7/13/2023,6.8,28.5,79.8,1.7,5/1/2023,59,46
938,3/24/2023,43.6,15.8,88.4,85.3,11/15/2023,48,30
939,1/20/2023,52.1,63.6,2.7,87.9,5/24/2023,61,1
940,4/21/2023,87.9,82.6,16.9,54.8,7/20/2023,95,26
941,9/13/2023,6.2,45.1,41.0,28.1,9/28/2023,28,34
942,11/25/2023,87.2,3.3,92.2,80.4,7/4/2023,30,10
943,3/2/2023,8.3,51.8,14.6,52.9,3/26/2023,85,77
944,9/9/2023,73.1,44.0,6.8,23.2,10/16/2023,62,96
945,5/25/2023,46.6,39.4,61.1,91.0,8/21/2023,90,80
946,2/16/2023,84.2,24.4,52.0,54.4,10/12/2023,4,18
947,3/19/2023,23.3,25.7,57.0,67.1,8/27/2023,46,46
948,2/28/2023,68.7,95.0,54.9,12.9,4/6/2023,20,91
949,4/8/2023,73.7,69.9,59.5,18.8,8/27/2023,28,63
950,9/16/2023,93.1,2.6,62.4,88.7,5/27/2023,77,64
951,8/9/2023,44.9,36.3,38.6,25.9,2/5/2023,28,1
952,5/14/2023,90.8,63.8,36.3,50.9,9/2/2023,90,43
953,9/11/2023,22.4,55.9,40.7,32.9,7/16/2023,9,76
954,2/16/2023,67.0,73.6,3.1,69.2,5/7/2023,54,84
955,4/30/2023,33.8,27.3,15.4,95.7,7/27/2023,95,41
956,5/28/2023,94.3,74.6,27.0,73.0,5/18/2023,84,23
957,3/25/2023,6.0,51.5,21.6,97.2,5/20/2023,99,52
958,10/28/2023,79.0,52.1,27.5,59.6,9/19/2023,21,9
959,5/10/2023,48.8,64.7,73.2,22.9,9/30/2023,61,86
960,1/22/2023,82.7,18.8,16.6,58.7,6/29/2023,98,99
961,9/30/2023,91.7,57.9,7.7,10.4,6/17/2023,49,19
962,2/9/2023,9.4,88.7,85.2,48.8,12/14/2022,78,56
963,7/9/2023,58.8,43.2,85.9,63.6,1/26/2023,9,83
964,3/24/2023,59.0,69.8,65.5,26.4,3/1/2023,59,75
965,9/25/2023,2.4,78.9,12.9,6.8,4/21/2023,45,4
966,3/29/2023,3.4,67.3,82.2,44.9,8/25/2023,35,14
967,12/24/2022,42.8,68.0,85.8,66.6,1/16/2023,63,30
968,12/11/2022,84.0,74.1,35.6,53.4,6/10/2023,33,4
969,8/30/2023,89.0,80.7,45.3,39.6,12/8/2022,70,70
970,5/2/2023,50.4,44.1,96.1,8.8,7/1/2023,54,29
971,8/30/2023,54.1,78.2,45.1,87.1,5/24/2023,38,10
972,6/19/2023,85.3,13.3,65.8,88.2,5/7/2023,10,98
973,7/4/2023,90.0,77.2,46.4,95.4,10/13/2023,7,87
974,10/10/2023,24.4,52.9,89.2,8.7,3/16/2023,71,41
975,12/18/2022,32.2,50.0,12.6,65.1,10/9/2023,11,68
976,6/15/2023,45.2,80.0,29.1,3.9,2/24/2023,98,37
977,4/15/2023,46.6,56.8,35.6,76.0,6/13/2023,38,27
978,1/28/2023,24.8,93.4,42.3,76.3,1/12/2023,44,87
979,3/27/2023,18.6,28.3,33.4,9.1,4/2/2023,15,25
980,3/31/2023,14.0,43.7,79.9,12.2,8/20/2023,68,70
981,9/3/2023,13.6,93.1,85.8,3.6,1/5/2023,89,47
982,4/2/2023,62.0,85.7,26.7,61.5,2/5/2023,33,6
983,6/16/2023,92.4,56.5,3.5,96.1,5/14/2023,90,6
984,10/21/2023,12.8,94.5,35.1,84.1,11/13/2023,58,50
985,3/19/2023,23.0,82.2,22.0,48.6,3/4/2023,44,74
986,5/18/2023,30.5,60.4,5.2,95.0,2/21/2023,20,5
987,3/9/2023,45.6,28.5,68.6,15.6,12/8/2022,12,39
988,4/17/2023,19.1,31.5,85.5,65.4,8/22/2023,20,57
989,3/15/2023,76.3,37.4,22.4,6.6,9/7/2023,42,45
990,5/6/2023,15.0,96.7,31.3,86.0,4/1/2023,20,52
991,4/16/2023,44.3,20.0,68.7,43.5,5/10/2023,46,30
992,1/22/2023,86.6,38.7,76.3,20.1,3/27/2023,54,46
993,9/12/2023,80.3,91.1,61.8,26.3,1/16/2023,98,78
994,7/25/2023,8.5,5.7,78.0,29.9,8/29/2023,44,46
995,7/26/2023,92.8,79.4,3.1,43.1,6/7/2023,20,4
996,7/8/2023,93.8,34.5,57.4,61.9,5/7/2023,75,86
997,3/31/2023,34.6,19.8,66.5,71.9,5/20/2023,41,56
998,5/14/2023,50.3,3.3,33.7,2.5,5/12/2023,80,47
999,7/27/2023,40.0,50.5,50.0,2.7,8/2/2023,50,41
1000,8/16/2023,63.4,66.2,50.8,42.9,7/26/2023,33,57
